"","bundle.x","numberOfSongs","averageFanRating","standardDeviation","standardError","confidenceInterval"
"1","Black_Room",354,2.69290960451977,0.968419908554271,0.051470937422084,0.101228253371754
"2","Green",36,3.91694444444444,0.454147990004797,0.0756913316674661,0.153661572517949
"3","Maladroit",152,3.48217105263158,0.564333889429963,0.0457735227677896,0.0904392770239544
